,job_id,job_title,company,descriptions,location,category,subcategory,type,salary
514,72720034,Software Business Analyst,AIA IT (M) Sdn Bhd,"Liaise with stakeholders to review, analyze, and evaluate business applications and user needs
Perform requirements analysis, documents requirements, and revise existing system logic, business processes and workflows as necessary
Identity business needs and define actions to improve the operation of IT systems
Create user stories to manage requirements in Agile working model
Manage internal stakeholders to drive SIT / UAT
Line up application teams to come out with IT solution according to user requirements
5 years or above BA experience on IT related projects. Have experience in Agile working model and user story writing.
Comprehensive knowledge of software development process, including software design and programming
Experience working in a collaborative team environment (onshore and offshore)
Advanced knowledge and ability to perform GAP analysis, process mapping, root cause analysis, risk analysis and requirements gathering
Excellent presentation, written and verbal communication skills
This role supports Hong Kong users, Cantonese communication skills is required
Have experience in life insurance is a plus
Have Testing management experience is a plus
What's your expected monthly basic salary?
How many years' experience do you have as a business analyst?
How many years of project management experience do you have?",Kuala Lumpur,Information & Communication Technology,Business/Systems Analysts,Full time,
515,72844633,Associate Process Engineer (All Modules),GlobalFoundries Singapore,"Review & analyze SPC/FDC (statistical process control / fault detection classification) charts by following modules CAS/SOP (control action system / standard operating procedure).
Review setup data and release tool with proper SOP.
Troubleshoot process related issues. Provide detailed and accurate pass-down of tool/process related inhibits & lot disposition.
Proper and accurate pass-down of line issues and documentation.
Assist Engineers & participate in the qualification, process improvement projects or new processes and new equipment qualification remotely.
Coordinate with PE, EAE/EE, Technician, ME & other module to ensure that work is carried out according to SOP to meet module objectives.
Actively participate in various CIP (continuous improvement projects) to improve process robustness, cost and capacity efficiency.
Diploma in Electrical / Electronics / Mechanical / Mechatronics / Microelectronics / Chemical Process Engineering / Chemistry / Physics.
1-2 years working experience in an electrical / electronics industry.
Good team player, willing to learn new skills with good initiatives and accountability.
Good communication skills (interpersonal, oral and written).
Perform shift duties (12-hours shift, day/night rotation) to support operations.
Flexible and able to support overtime.",Penang Island,Engineering,Process Engineering,Full time,
516,72750107,IT Business Analyst,Mewah Group,"To develop new software applications and customize existing systems to meet business requirements.
To perform business requirement studies, analysis and testing to ensure effective system design.
To identify areas for improvement, make recommendations and implement solutions to improve efficiency and productivity in business processes.
Able to lead or contribute to system implementation projects and ensure they are delivered on time and within the budget.
To collaborate with cross-functional teams to understand technology needs and implement solutions accordingly.
To prepare and maintain application system documentation.
To conduct application user training, including technical training to enable users to operate the system in an effective and efficient manner.
Able to support System Recovery.
To assist in Daily system administration, including maintenance, backup, troubleshooting, and system security.
The candidate must possess at least a Bachelor's Degree in Computer Science or equivalent.
At least 2–3 years of working experience in the related field is preferable for this position.
Required skill(s): Computer programming (Javascript, HTML), Database management (SQL), Power BI.
Experience with NetSuite ERP and NetSuite SuiteScript is an advantage.
Good verbal and written communication skills in English and Bahasa Malaysia.
Applicants with strong project management skills, system implementation skills, analytical and problem-solving skills, result oriented and hardworking will have an added advantage.
Flexible and willing to work beyond normal working hours.
Able to work independently with less supervision and work as a team.
Applicants must be proactive, hardworking and able to work under deadlines.
Are you willing to relocate for this role?",Klang District,Information & Communication Technology,Business/Systems Analysts,Full time,
517,72693889,Contract Business Administration Analyst,RGA Global Reinsurance Company Ltd Labuan Branch,"Use RGA administration system to process client statement/data to ensure accuracy and completeness on the final results for reporting
Perform data checking and liase with client for any reinsurance issue arise pertaining to the statement
For statements not received, make sure correct accrual methods are adopted and reasonable amounts are accrued at each month end process
Identify risks to be ceded out and calculate related amounts accurately according to retrocession arrangement at each month's end
Map or remap data into a common format in case of new format or format change on client data
Extract and analyze data to fulfill ad hoc projects, e.g. experience study
Support on various management reporting tasks
Support to review treaty content from admin's perspective
Support on different types of project execution and management
Actively involved in team discussions and be able to communicate with other local functions effectively
University degree or above in actuarial science, mathematics, statistic, information technology, accounting or other related disciplines
Client-focused and target driven
A good team player who can also work on own initiative
Logical thinking, attention to detail, time management and problem-solving skills
Ability to cope with multi tasks at the same time, work under pressure and prioritize them based on team's goal
A positive attitude in dealing with people and different types of tasks
Better to have some working experience
Basic understanding or Oracle SQL; prior experience on Toad would be a plus
Access and Excel skill (including but not limited to VLOOKUP, write/edit VBA)
Be able to handle basic English communication in own field
Intellectual curiosity and the desire to learn",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,"RM 4,000 – RM 4,500 per month"
518,72871004,Data Scientist,Private Advertiser,"What's your expected monthly basic salary?
How many years' experience do you have as a data scientist?
Which of the following programming languages are you experienced in?
Have you worked in a role which requires experience with machine learning?",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,
519,72814199,Data Scientist,Continental Tyre PJ (M) Sdn Bhd,"Working with domain experts to understand their problems and solve them with data.
Understanding the Continental Tires data landscape with its diverse applications and architectures.
Being a partner in connecting the necessary experts from business and IT to solve problems.
Getting involved into different tasks at once and involving yourself with our team to get the support you need.
Supporting shaping the processes and organization to leverage the business value Data Science can bring to Continental.
Running exploratory analysis, creating data insights and conclusions, and developing predictive models programmatically.
Academic degree in computer science, data science, econometrics or similar studies
Several years of work experience in IT or data science
Comprehensive knowledge of methods from Machine Learning, Artificial Intelligence, Statistics, and Mathematical Optimization
Experience in orchestration and industrialization of data science projects, including the knowledge of necessary cloud stacks (e.g., Kubernetes, AWS, Jenkins, Airflow), a widespread programming language (e. g. Python, R, SAS, Scala or similar), time series forecasting and customer analytics
Working knowledge of version control with Git or CLI, with database systems and data extraction from diverse sources (including SQL)
Experience with tabular data, in data visualization, and data storytelling, beneficial
Experience with communicating model performance to stakeholders beneficial
Domain knowledge in Supply Chain Management, Sales or Marketing beneficial
Agile as well as traditional project management skills
Reliable team player with structured self-organized workstyle
Intercultural sensitivity
Good English language skills (written and spoken)
Individual development planning based on your personal needs and targets (e. g. mentoring, trainings or global internal Software Academy)
Work from home up to days per weekdays a week (unless workshops etc. require physical presence)
Performance bonus
Casual leave with pay (e. g. paternity leave, maternity leave)
Agile and collaborative workstyle
Opportunity to make a difference
Employee discounts
An international team across enter number of hubs at CC locations in a globally active organization
Employee Providence Fund 16% upon confirmation
Retirement savings plan (exceeding EPF standard)
Group Term Life Insurance
Unlimited medical coverage for your spouse and children, incl. general, optical and dental health and hospitalization coverage
Relocation package offered if needed
Canteen on-site
Sport center on-site incl. Continental sports club
On-site physicians
Clinical Services structure on-site
Interest-free car loans and housing loan interest subsidy
Examination leave
Sabbatical option",Petaling,Information & Communication Technology,Database Development & Administration,Full time,
520,72867189,Data Engineer,FARMBYTE SDN. BHD.,"Implement and manage AWS cloud solutions to enhance our data infrastructure.
Design and maintain a scalable and reliable data lake and data pipeline.
Leverage cloud technologies for efficient data extraction, transformation, and loading.
Ensure high performance and troubleshoot issues within our cloud-based data systems.
Collaborate with cross-functional teams to integrate cloud services and drive FarmByte data strategy.
Advocate for data best practices and contribute to innovative data solutions in the agrofood sector.
Bachelor’s or Master's degree in Computer Science, Information Technology, Engineering, or related field.
Proven experience as a Data Engineer, with strong expertise in AWS and cloud environments.
Proficient in data management, SQL, Python, and other relevant programming languages.
Familiarity with data pipeline and workflow management tools.
Deep understanding of cloud-based data storage and processing technologies
Passion for technology-driven solutions in the agrofood industry.
Excellent analytical and problem-solving skills
Strong communication abilities and a collaborative spirit
Eagerness to embrace challenges and drive innovation in the agrofood sector
Experience in data security and compliance in cloud environments
What's your expected monthly basic salary?
How many years' experience do you have as a Data Engineer?",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"RM 4,000 – RM 6,000 per month"
521,72878751,Data Analyst,Taylor's Education Group,,Petaling,Consulting & Strategy,Analysts,Full time,
522,72696058,DATA ANALYST,LYNX SOLUTIONS SDN. BHD.,"Handle administrative duties and ad-hoc from sales leader.
Planing and monitoring data based on company's market data and provided sales data, thus outlining problems, opportunities and solutions for company.
Mainly focuses on analyzing the conversion rate data of Salesperson, compare the data as well as present the optimization proposal.
Integrate the result of data analysis.
Lead and supervise the working behavior of Salesperson. Provide guidance in order to improve as well as enhance Sales team's conversion data.
Preferably individuals possess good problem solving skills and high flexibility in resolving issues.
At least one year experience in Analytical/Statistics/Sales Data Analyst fields.
Proficiency in using Statistics Software, Excel and Tableau Desktop would be an added advantage.
Strong analytical and problem solving skills.
Fast learner, high responsibility, proven to work as a team and willingness to learn.
Languange: 
Must be able to speak, write & read Mandarin, and English at least for basic communication.
Proficiency in using Microsoft PowerPoint would be an advantage.
Working experience in financial services industry preferred.
Possess at least Bachelor's Degree/Post Graduate Diploma in Finance/Analyst or equivalent. Possess huge interest in Analytical fields.
How would you rate your Mandarin language skills?
What's your expected monthly basic salary?
How much notice are you required to give your current employer?",Kuala Lumpur,Marketing & Communications,Market Research & Analysis,Full time,"RM 4,000 – RM 4,500 per month"
523,72863386,Data Analysts/ Data Engineers (Bangsar South- Kerinchi LRT),AG Staffing Malaysia,"Data Collection and Analysis: Collaborate with cross-functional teams to gather and analyze game-related data, including player behaviour, in-game transactions, and performance metrics.
Data Visualization: Create insightful and easy-to-understand data visualizations, dashboards, and reports to communicate key findings to stakeholders.
Player Insights: Identify trends and patterns in player behaviour, demographics, and preferences to enhance player experiences and engagement.
A/B Testing: Design and execute A/B tests to evaluate the impact of game updates and features on player engagement and monetization.
Performance Optimization: Work closely with game developers to optimize game performance, identify bottlenecks, and recommend improvements.
Predictive Analytics: Utilize statistical and machine learning techniques to build predictive models for player churn, spending patterns, and other relevant metrics.
Data Quality Assurance: Ensure data accuracy and integrity by implementing data validation processes and quality checks.
Fresh graduates are encouraged to apply 
Bachelor's degree in a relevant field (e.g., Data Science, Statistics, Computer Science, or a related discipline). Advanced degree preferred.
Proven experience in data analysis, preferably in the gaming industry.
Proficiency in data analysis tools such as SQL, Python, or R.
Strong data visualization skills using tools like Tableau, Power BI, or similar.
Familiarity with statistical analysis and A/B testing methodologies.
Excellent communication skills with the ability to present complex data findings to both technical and non-technical stakeholders.
Self-motivated, detail-oriented, and able to work independently as well as part of a team.
Passion for gaming and a deep understanding of gaming mechanics and player behaviour is a plus.
Data Pipeline Development: Design, build, and maintain scalable and efficient data pipelines to collect, process, and store game-related data from various sources.
Data Architecture: Collaborate with data analysts and data scientists to design and optimize data models and schema for analytical and reporting needs.
ETL Processes: Develop and implement ETL processes for transforming raw data into structured datasets, ensuring data accuracy and integrity.
Performance Optimization: Monitor and optimize data pipelines for performance, reliability, and cost-effectiveness.
Data Quality Assurance: Implement data validation, data quality checks, and error handling to ensure data consistency and accuracy.
Database Management: Administer and manage data storage systems, including data warehouses and data lakes.
Documentation: Maintain clear and comprehensive documentation for data pipelines, processes, and architectural decisions.
Bachelor's degree in Computer Science, Data Engineering, or a related field. Advanced degree preferred.
Proven experience as a data engineer with expertise in data pipeline development, ETL processes, and data architecture.
Proficiency in programming languages such as Python, Java, or Scala.
Strong knowledge of data modeling, database management, and SQL.
Experience with big data technologies and frameworks, such as Hadoop, Spark, or Flink.
Familiarity with cloud platforms like AWS, Azure, or Google Cloud.
Excellent problem-solving skills and the ability to work collaboratively in a team.
Passion for gaming and a deep understanding of gaming data is a plus.
13th Months Salary (upon Company Declaration)
Project Incentive (upon Company Declaration based on project performance)
Transport, Meal, Birthday Allowances (upon Confirmation)
Sports Activities (Badminton & Basketball), Company Outing
Training and certification sponsored by company (Selected employees).
Rewards and recognition: Long Service Award / Best Performer Award / Role Model Awards etc
What's your expected monthly basic salary?",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"RM 8,000 – RM 12,000 per month"
524,72382969,Machine Learning Engineer (Artificial Intelligence),FootfallCam,"Design, develop, and deploy machine learning models and algorithms for complex and unique datasets, using various techniques such as mathematical modeling, scikit-learn, NLP, CNN, RNN, DL, RL, Transformers, GAN, LLM, RAG
Collaborate with cross-functional teams to extract insights, identify business opportunities and provide data-driven recommendations
Stay up-to-date with the latest machine learning and AI techniques and tools
Communicate complex technical concepts to non-technical stakeholders in an easy-to-understand manner
Bachelor's degree or higher in Computer Science, Mathematics, Statistics, Actuarial Science, Informatics, Information Science or related fields
Strong analytical skills and attention to detail
Participation in Kaggle, Mathematics Olympiad or similar competitions is a plus
Excellent programming skills in Python, R, Java, or C++
Familiar with ML frameworks such as Tensorflow, Keras, PyTorch, MLFlow, AutoML, TensorRT, CUDA
Excellent communication and collaboration skills
Experience with designing, training, and deploying machine learning models
Customer centric and committed to deliver the best AI results to customers",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"RM 4,000 – RM 6,000 per month"
525,72856382,Data Analyst,Daikin Malaysia Sales & Service Sdn. Bhd.,"Collect, process, and analyze data to help companies improve and grow.
Using automated tools to extract data from primary and secondary sources
Removing corrupted/duplicate data and fixing coding errors and related problems
Developing and maintaining databases, and data systems – reorganizing data in a readable format 
Performing analysis to assess the quality and meaning of data
Filter Data by reviewing reports and performance indicators to identify and correct code problems
Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets could be helpful for the diagnosis and prediction
Assigning numerical value to essential business functions so that business performance can be assessed and compared over periods of time.
Preparing reports for the management stating trends, patterns, and predictions using relevant data
Working with other department to identify process improvement opportunities, propose system modifications, and devise data governance strategies. 
Preparing final analysis reports for the stakeholders to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends
Degree in A bachelor's degree in a related field, such as mathematics, statistics, computer science, economics, or engineering
Fresh graduate are highly encourage to apply
Language (spoken/written) : English, Bahasa Malaysia and Chinese
Computer skill: Python, R, Power BI & MS-Excel 
Experience working with tools that are designed to carry out data analytics and visualizations
What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
Which of the following programming languages are you experienced in?",Petaling,Information & Communication Technology,Business/Systems Analysts,Full time,"RM 4,000 – RM 6,000 per month"
526,72753208,Data Architect,CIMB Group,"Act as Data Architect at regional capacity, requiring communications across departments within CIMB Group and its entities located in Malaysia, Indonesia, Singapore, Thailand, Vietnam, Cambodia and Philippines.
Act as Secretariat for Data Architecture Committee (DAC).
Review the Data Projects using Data Risk Assessment before the GSRC approval stage.
To develop Reporting Data Mart for the DVA Platform to develop dashboard using Tableau.
Develop understanding of current state data architecture and target state data architecture and corresponding strategy and roadmap
Work closely with business units to define the technical strategy for data products and applications e.g., data sources, data repositories, data tools etc.
Define and refine data architecture framework for review of new and existing data investments
Ensure data initiatives and related projects are aligned to organization-wide target data architecture, including review and approval of key design documents
Engage regional teams on Regional Operating Model (ROM) for Data Architecture to ensure alignment and conduct quarterly reviews with respective entities to track their progress.
Define and review data architecture guidelines and provide go/no-go decisions for Group Solution Review Committee (GSRC) stage of solution review.
Participate in Technical Peer Review (TPR) and review solutions requiring Data Architecture Review.
Perform Data Architecture Review on regional solutions based on key solution documents and completed Regional Data Risk Assessment checklist provided by Demand Managers / Solution Architects. To develop and review current data architecture guidelines annually and publish changes enterprise wide.
Design and maintain enterprise data repository along with relevant teams.
Design and implement effective database solutions and models to store and retrieve enterprise data.
Examine and identify database structural necessities by evaluating data base operations, application and programming.
Assess database implementation procedures to ensure compliance with internal and external regulations.
Perform periodic review on Data Architecture Review process, conduct process improvements and streamline as required. This includes but not limited to criteria of data architecture change, data project classification, review process flow, review automation process, change in Regional Data Risk Assessment checklist template, change in Data Viewpoint in key solution documents and dashboards for Data Architecture
Seek endorsement from DAC on changes to Data Architecture Review process and Regional Data Risk Assessment checklist template
Update DAC on quarterly basis regarding solutions requiring Data Architecture Review endorsed by Lead of Data Architecture
Monitor cross-BU data provisioning to ensure provisioning is done via official sources
Authorize official sources and manage exceptions for non-compliance
Define and review technical data standards and approve exceptions to standards
Support selection and implementation of tools for governance, architecture, and quality with input from Group Technology
Develop and maintain Data Architecture standards, process documentation, and templates.
Adhere to all applicable procedures, company policies, IT Standards, SDLC, and regulatory guidelines.
Provide guidance and knowledge sharing to stakeholders on Data Architecture, which include walkthrough of the following: -
Regional Data Risk Assessment checklist
Data Architecture Review (DAR) process
Conduct workshops locally & regionally to brief stakeholders when there is a change in Data Architecture Review process
Good communication skills as the role requires collaboration with business stakeholders, Enterprise Architecture & Solutioning (EAS) team, Group Data Protection Office (GDPO), Technology Risk & Cyber Risk, IT Security, Business Continuity Management, GT business enablers as well as other pillars within GDA.
Manage business stakeholders’ expectations to achieve customer satisfaction.
Minimum 5 years of experience in Data Management, Enterprise Architecture
Experience in designing solutions for data initiatives such as business data marts, data warehouses, big data platforms, operational data stores, data virtualization, data science workbench and/or data visualization & analytics platform.
Completed designing & implementing minimally 5 solutions successfully for data initiatives. Preferably at least one of the solution implementations was for banking industry.
Minimum 2 years of experience in SQL and Data base
Good experience in Data Management and ETL process.
Strong data Modelling skills
Knowledge of Data Governance and Data Quality
Experience in SQL and Data Analytics (added advantage to have Python or R) .
Good command of data visualization tools (For example ,Tableau)
Experience with integration of data from multiple data sources
Good knowhow of Data warehousing and Database Fundamentals.
Excellent organizational and analytical abilities.
Outstanding problem solver.
Good Written and communication skills
Experience with Big Data technologies such as Hadoop, Hive, etc
Experience with relational SQL and NoSQL databases.
Experience in Enterprise or Solution Architecture
Experience with cloud solution
Experience in data virtualization technologies
How many years' experience do you have as a Data Architect?",Kuala Lumpur Sentral,Information & Communication Technology,Architects,Full time,
527,72869475,IT Data Engineer (Semiconductor),Robert Bosch Semiconductor Manufacturing Penang Sdn. Bhd.,"As an IT Data Engineer, you will actively collaborate in the development of IT pipelines to transfer data between different systems in the international semiconductor operations network (SO)
This includes working on ETL (Extract – Transfer – Load) development for Hadoop ecosystem, Python, SQL and other related technologies
Work with customer departments and senior management to understand business objectives and requirements of the organization and develop solutions
Collaborate with IT departments from different plants worldwide to roll out our developed solutions to the semiconductor IPN
Be part of an agile development team and take responsibility for tasks defined by the product owner
University Degree (Bachelor/Master) in Information Technology or comparable qualifications
Candidate posses 3-5 years similar work experience in the same field
Good communication skills (Verbal and Written) especially in meetings and reviews with all levels and departments
Able to work in an intercultural team
Strong interest in modern technologies, agile mindset and ability to work under pressure
Reliability and flexibility to work in a pioneer team
Knowledge of programming language like Python, Java, C++
Experience with working in a Hadoop Ecosystem (eg. PySpark, Airflow, Kafka)
Structured and independent way of working, analytical skills to grasp complex interrelationships
Willingness to take over responsibility
Experience with project management tools and processes
Technical background within semiconductor business
Fluent in English (written and spoken), German skills are a plus 
Leave Entitlement e.g: Annual Leave, Medical Leave and etc
Company Insurances and etc",Penang Island,Information & Communication Technology,Database Development & Administration,Full time,
528,72854137,Data Analyst,Holiday Tours & Travel Sdn Bhd,"Interpret data, analyze results using statistical techniques, data forecasting and innovation growth planning.
Delivering quality, accurate and timely periodic and ad-hoc management reports, dashboards, and analysis.
Liaise and work closely with clients, colleagues and suppliers.
Develop performance review and slides for Client Engagement Team.
Ensure costing reports, clients review reports, profit & loss reports, proposals, tenders, enquiries on reports are handled and delivered on time.
Interpret the modelling results, describe performance metrics to business users.
Solve business problems with advanced analytical solutions, experience in building and deploying data science.
Manage master data, including creation and updates.
Analyze data for business and revenue forecasting.
Work with management to prioritize business and information needs.
Recommend process improvements, attend training.
Candidate should possess a Diploma / Advanced Diploma, Professional Certificates, Bachelor's degree or equivalent in All Business Field, Finance / Accountancy / Banking, Business Studies / Administration / Management
Preferably at least 2 years of related working experience.
Preferably Executive specializing in Project Management.
Good communication skills in English language for both spoken and written
How many years' experience do you have as a data analyst?
What's your expected monthly basic salary?
How many years of project management experience do you have?
How much notice are you required to give your current employer?
How many years' experience do you have as a Data Business Analyst?",Kuala Lumpur,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,
529,72666993,Data Engineer,ISJ TECHNOLOGY SDN. BHD.,"Develop data pipelines for data ingestion and transformation.
Create and optimize data models for efficient storage and retrieval.
Integrate data from various sources into unified datasets.
Implement data quality checks and governance processes.
Manage and optimize data infrastructure and databases.
Design and manage ETL processes for data movement.
Ensure data security and compliance with regulations.
Collaborate with data scientists and analysts.
Document data engineering processes and architectures.
Bachelor’s degree in computer science or related field.
At least 3 years of working experience in data engineering and ETL processes.
Proficiency in Python, SQL, or Scala.
Strong understanding of data modelling and warehousing.
Familiarity with cloud-based data platforms (AWS, Azure, GCP).
Analytical mindset and problem-solving skills.
Excellent communication and teamwork abilities.
What's your expected monthly basic salary?
How many years' experience do you have as a Data Engineer?
How many years' experience do you have using SQL queries?
Have you worked in a role which requires experience with machine learning?
Which of the following languages are you fluent in?
How many years' experience do you have as an ETL Data Warehouse Programmer?",Petaling,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"RM 5,000 – RM 7,500 per month"
530,72687269,Intern - Data Science,LAM RESEARCH INTERNATIONAL SDN. BHD.,"Based under Project Transition team.
Experience in SQL and programming languages like phyton, R.
Develop an automated dashboard via Power BI / Apps / Automate that enables report generation and compliments the decision-making process.
The ability to take a vague problem and solve them in a structured, data driven method.
Required to work and collaborate with internal cross functional teams.
Degree in Data Science/Computer Science with knowledge in Excel/ VBA/ Power BI/ SQL.",Seberang Perai,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"RM 1,500 per month"
531,72683703,Data Engineer,DATABRICKS TECH SDN. BHD.,"Maintain, backup, secure and transform data from multiple systems to our data warehouse. 
Data Integration with internal and third-party system
Build and maintain datasets required by business users
Validate and ensure data accuracy of data
Deliver reports and updates relevant to stakeholders needs based on analytics
Other ad hoc tasks
At least 2 year above experience on at least on of the below DBMS
POSTGRE
MYSQL
MSSQL
At least 1 year experience on Google Bigquery
Familiar with query and DB optimization
Partitioning, clustering and indexing knowledge
Experience in data transformation and ETL tools (Pentaho, Apache Nifi, or other ETL tools)
1-3 years of experience in the same duties and responsibilities
Strong analytical skills
Good communication skills
Willing to work onsite
POSTGRE
MYSQL
MSSQL
Advanced knowledge in data analytics and data management
Tableau background
Familiar with big query optimization
Advanced knowledge on GCP infrastructure and Google APIs
OData Service administration background
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
Are you willing to relocate for this role?
How many years' experience do you have as an ETL Data Warehouse Programmer?",Bukit Jalil,Information & Communication Technology,Database Development & Administration,Full time,
532,72880447,IT Analyst - Database Architect,Freudenberg-NOK ST Malaysia Sdn. Bhd.,"Degree in 
IT 
or
 Computer Science 
or
 Data Engineering
3 - 5 years’ relevant working experience
The person needs to have experiences in MS Power Platform, SQL / NoSQL database designs, etc.
The person has a strong analytical thinking to understand processes and identify solutions
The person is desired to be open minded for new use cases and applications as well as adapting and learning new things fast
Team player with good interpersonal abilities including self-motivated, proactive, independent and problem-solving
Ability to adapt to changing requirements and deal with completing priorities under strict dateline
Demonstrate and practice leadership skill, stakeholder management, conflict resolution and change management approaches
Work closely with business to expand and increase data platform capabilities to resolve new data problems and challenges by identifying, planning, and integrating to implement best-practices and enforce them across the organization
Good English skills are needed
What's your expected monthly basic salary?
How many years' experience do you have as a Database Architect?
How much notice are you required to give your current employer?",Kuala Lumpur,Information & Communication Technology,Database Development & Administration,Full time,
533,72662959,"Principal Engineer, Automation Project",Analog Devices Sdn. Bhd.,"Develop and execute a comprehensive automation strategy that aligns with the organization's overall manufacturing objectives and Industrial 4.0 principles.
Lead the implementation and integration of automation technologies, including robotics, artificial intelligence, machine learning, and IoT devices, into the manufacturing processes.
Collaborate with cross-functional teams, including engineering, operations, and IT, to identify automation opportunities, define project scopes, and establish implementation plans.
Evaluate and select appropriate automation solutions, ensuring compatibility with existing systems and equipment.
Oversee the installation, configuration, and troubleshooting of automation equipment, ensuring optimal performance and minimal downtime.
Establish and maintain connectivity between equipment and the manufacturing system, enabling real-time monitoring, data collection, and analysis.
Develop and implement data automation strategies to streamline production workflows, enhance operational efficiency, and drive data-driven decision-making processes.
Implement error-proofing measures, such as vision systems, sensors, and quality control checks, to minimize manufacturing errors and improve product quality.
Identify and analyze productivity bottlenecks in the manufacturing process, and propose and implement automation solutions to optimize throughput and reduce cycle times.
Ensure compliance with industry standards, regulations, and best practices related to automation, data privacy, and cybersecurity.
Train and mentor manufacturing personnel on the operation and maintenance of automation systems, fostering a culture of continuous learning and improvement.
Stay updated with the latest advancements and trends in manufacturing automation, Industrial 4.0, and related technologies, and provide recommendations for continuous improvement.
Bachelor's Degree in Engineering, Computer Science, or a related field. Advanced Degree preferred.
Proven experience in manufacturing automation, process optimization, and Industrial 4.0 implementation.
Strong knowledge of automation technologies, including robotics, artificial intelligence, machine learning, and IoT devices.
Familiarity with connectivity protocols and standards such as OPC-UA, MQTT, and RESTful APIs.
Experience in data automation, data analytics, and visualization tools.
Proficient in programming languages, such as Python, C++, or Java, for automation system integration and customization.
Demonstrated project management skills, including the ability to lead cross-functional teams, manage timelines, and deliver results within budget.
Excellent problem-solving and analytical abilities, with a strong attention to detail.
Strong communication and interpersonal skills to effectively collaborate with stakeholders at all levels of the organization.
Knowledge of manufacturing processes and a deep understanding of the interplay between automation, error-proofing, and productivity improvement.",Penang Island,Engineering,Electrical/Electronic Engineering,Full time,"RM 12,000 – RM 17,000 per month"
534,72684045,Data Engineer,DATABRICKS TECH SDN. BHD.,"Maintain, backup, secure and transform data from multiple systems to our data warehouse. 
Update or prepare API for business users
Data Integration with internal and third-party system
Build and maintain datasets required by business users
Automation tasks
Other ad hoc tasks
At least 1 year background on any of the below listed language
Perl (Preferred)
PHP
Python
Have at least 1 year or more experience working on Linux based system (Debian)
Familiar with queries for below DBMS
POSTGRE
MYSQL
MSSQL
Have at least 1 year background on either Data engineer position or as a backend developer
Familiar with REST API and/or JWT
Good communication skills
Willing to work onsite
Good problem solving skills
Perl (Preferred)
PHP
Python
POSTGRE
MYSQL
MSSQL
Advanced knowledge on GCP infrastructure and Google APIs
Some knowledge in data analytics and data management
Vertex AI background
Open API background
OData Service administration background
How many years' experience do you have as a Data Engineer?
Which of the following programming languages are you experienced in?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
Are you willing to relocate for this role?",Bukit Jalil,Information & Communication Technology,Database Development & Administration,Full time,
535,72810451,Full Stack Developer,Agensi Pekerjaan Randstad Sdn Bhd - Professional,"remote
16 days annual leave
lucrative increment and performance bonus
acquire a solid understanding of system architecture fundamentals and best practices, applying them to craft resilient and scalable software solutions.
showcase adept knowledge of cloud computing platforms such as AWS, Azure, and GCP, demonstrating the ability to create and deploy IT solutions on these platforms.
construct strategic automation solutions to streamline processes, enhance efficiency, and minimize manual intervention.
engineer digital solutions, spanning web applications, mobile apps, and websites, overseeing the entire development lifecycle to guarantee a seamless user experience.
apply expertise in AI and ML technologies, tools, and practices, leveraging them for the creation of intelligent, data-driven solutions.
utilize proficient data modeling skills and Python programming to manage intricate data tasks, encompassing data analysis and the development of machine learning models.
uphold advanced knowledge in data governance and adhere to cybersecurity best practices, ensuring both data integrity and system security.
bachelor's degree in Computer Science, Information Technology, or a related field (Master's preferred).
demonstrated expertise as a Full Stack Developer or in a similar role, supported by a robust portfolio of accomplished projects.
comprehensive understanding of front-end and back-end programming languages, frameworks, and libraries.
substantial experience with cloud computing services and platforms.
proficient in Python, AI, ML, and data modeling.
familiarity with principles of data governance and cybersecurity.",Kuala Lumpur,Information & Communication Technology,Architects,Full time,
